"1995","Croatia",":",":"
"1996","Croatia",":",":"
"1997","Croatia",":",":"
"1998","Croatia",":",":"
"1999","Croatia",":","-1"
"2000","Croatia",":","-555"
"2001","Croatia",":","-764"
"2002","Croatia","14.8","-2"
"2003","Croatia","14.2","-1"
"2004","Croatia","13.7","-1"
"2005","Croatia","12.7","-1"
"2006","Croatia","11.2","-2"
"2007","Croatia","9.0","-3"
"2008","Croatia","8.4","-4"
"2009","Croatia","9.1","-2"
"2010","Croatia","11.8","-365"
"2011","Croatia","13.5","-363"
"2012","Croatia","15.9","37"
"1983","Turkey",":",":"
"1984","Turkey",":",":"
"1985","Turkey",":",":"
"1986","Turkey",":",":"
"1987","Turkey",":",":"
"1988","Turkey",":",":"
"1989","Turkey",":",":"
"1990","Turkey",":",":"
"1991","Turkey",":",":"
"1992","Turkey",":",":"
"1993","Turkey",":",":"
"1994","Turkey",":",":"
"1995","Turkey",":",":"
"1996","Turkey",":",":"
"1997","Turkey",":",":"
"1998","Turkey",":",":"
"1999","Turkey",":","-970"
"2000","Turkey",":","-10"
"2001","Turkey",":","4"
"2002","Turkey",":","-726"
"2003","Turkey",":","-6"
"2004","Turkey",":","-11"
"2005","Turkey","9.2","-17"
"2006","Turkey","8.7","-25"
"2007","Turkey","8.8","-27"
"2008","Turkey","9.7","-28"
"2009","Turkey","12.5","-9"
"2010","Turkey","10.7","-34"
"2011","Turkey","8.8","-53"
"2012","Turkey","8.1","-36"
"1983","United States","9.6","-50"
"1984","United States","7.5","-126"
"1985","United States","7.2","-162"
"1986","United States","7.0","-149"
"1987","United States","6.2","-139"
"1988","United States","5.5","-102"
"1989","United States","5.3","-90"
"1990","United States","5.5","-62"
"1991","United States","6.7","940"
"1992","United States","7.4","-39"
"1993","United States","6.8","-72"
"1994","United States","6.1","-101"
"1995","United States","5.6","-86"
"1996","United States","5.4","-98"
"1997","United States","4.9","-124"
"1998","United States","4.5","-191"
"1999","United States","4.2","-284"
"2000","United States","4.0","-453"
"2001","United States","4.8","-443"
"2002","United States","5.8","-482"
"2003","United States","6.0","-459"
"2004","United States","5.5","-505"
"2005","United States","5.1","-602"
"2006","United States","4.6","-637"
"2007","United States","4.6","-519"
"2008","United States","5.8","-460"
"2009","United States","9.3","-269"
"2010","United States","9.6","-356"
"2011","United States","8.9","-339"
"2012","United States","8.1",":"
"1983","Japan","2.6","23"
"1984","Japan","2.7","44"
"1985","Japan","2.6","66"
"1986","Japan","2.8","86"
"1987","Japan","2.8","73"
"1988","Japan","2.5","67"
"1989","Japan","2.3","57"
"1990","Japan","2.1","35"
"1991","Japan","2.1","55"
"1992","Japan","2.2","86"
"1993","Japan","2.5","112"
"1994","Japan","2.9","109"
"1995","Japan","3.1","84"
"1996","Japan","3.4","51"
"1997","Japan","3.4","85"
"1998","Japan","4.1","105"
"1999","Japan","4.7","107"
"2000","Japan","4.7","129"
"2001","Japan","5.0","97"
"2002","Japan","5.4","119"
"2003","Japan","5.3","120"
"2004","Japan","4.7","138"
"2005","Japan","4.4","133"
"2006","Japan","4.1","136"
"2007","Japan","3.9","154"
"2008","Japan","4.0","106"
"2009","Japan","5.1","104"
"2010","Japan","5.1","153"
"2011","Japan","4.6","85"
"2012","Japan","4.3",":"
